retention_time	intensity
4.8000	20.613743
4.8200	24.525522
4.8400	16.206849
4.8600	17.658726
4.8800	35.638435
4.9000	18.553113
4.9200	19.504104
4.9400	34.170184
4.9600	39.508315
4.9800	19.122287
5.0000	23.135795
5.0200	26.681516
5.0400	33.613704
5.0600	20.032187
5.0800	23.736119
5.1000	28.845012
5.1200	27.127749
5.1400	23.068514
5.1600	24.275334
5.1800	18.064905
5.2000	23.743231
5.2200	23.596658
5.2400	26.083723
5.2600	22.140296
5.2800	27.268464
5.3000	29.967972
5.3200	25.674944
5.3400	26.649765
5.3600	25.149728
5.3800	24.877125
5.4000	21.261448
5.4200	26.444028
5.4400	24.367226
5.4600	35.311387
5.4800	32.703991
5.5000	26.757906
5.5200	21.004629
5.5400	19.248885
5.5600	30.757471
5.5800	26.106103
5.6000	27.183461
5.6200	16.049988
5.6400	29.400073
5.6600	27.024734
5.6800	19.190018
5.7000	22.373876
5.7200	26.039205
5.7400	24.971862
5.7600	23.237371
5.7800	24.169277
5.8000	23.415114
5.8200	25.425888
5.8400	32.008402
5.8600	11.805311
5.8800	23.441806
5.9000	25.495869
5.9200	26.080320
5.9400	22.727617
5.9600	15.790216
5.9800	26.200235
6.0000	33.183238
6.0200	16.863208
6.0400	28.837481
6.0600	22.861340
6.0800	24.182769
6.1000	19.210124
6.1200	22.787362
6.1400	30.944695
6.1600	27.342379
6.1800	33.075095
6.2000	30.284836
6.2200	26.577259
6.2400	33.085374
6.2600	26.544433
6.2800	28.473289
6.3000	22.835242
6.3200	24.638786
6.3400	20.816925
6.3600	29.278409
6.3800	18.540194
6.4000	28.627380
6.4200	24.461517
6.4400	32.847167
6.4600	34.039641
6.4800	45.796948
6.5000	51.957489
6.5200	60.017031
6.5400	98.200160
6.5600	137.167161
6.5800	200.029467
6.6000	283.406973
6.6200	360.802308
6.6400	435.670019
6.6600	504.287537
6.6800	557.204777
6.7000	567.859370
6.7200	553.644157
6.7400	510.834158
6.7600	444.818216
6.7800	360.494434
6.8000	264.189382
6.8200	203.896717
6.8400	143.100413
6.8600	100.276469
6.8800	75.589430
6.9000	37.577648
6.9200	33.287517
6.9400	32.748257
6.9600	18.550523
6.9800	32.221240
7.0000	25.943317
7.0200	28.009748
7.0400	20.780128
7.0600	27.636490
7.0800	28.871346
7.1000	24.664756
7.1200	24.646996
7.1400	24.802240
7.1600	19.109484
7.1800	22.664185
7.2000	22.614705
7.2200	25.269631
7.2400	28.326979
7.2600	18.010226
7.2800	22.652762
7.3000	30.659841
7.3200	19.509234
7.3400	19.090393
7.3600	24.187500
7.3800	27.372079
7.4000	23.181328
7.4200	29.742906
7.4400	27.355841
7.4600	27.254603
7.4800	25.789581
7.5000	34.630626
7.5200	21.939781
7.5400	12.921075
7.5600	30.932925
7.5800	20.595993
7.6000	23.396601
7.6200	29.377535
7.6400	14.790940
7.6600	16.516333
7.6800	14.740387
7.7000	18.748182
7.7200	24.889012
7.7400	25.283614
7.7600	24.015773
7.7800	15.542183
7.8000	11.026990
7.8200	22.820655
7.8400	20.161273
7.8600	24.788237
7.8800	25.972120
7.9000	23.124494
7.9200	26.204779
7.9400	23.520889
7.9600	24.995770
7.9800	18.792590
8.0000	21.388306
8.0200	23.240549
8.0400	26.329516
8.0600	20.228273
8.0800	24.772824
8.1000	20.807705
8.1200	21.519006
8.1400	26.224035
8.1600	12.080769
8.1800	15.533249
8.2000	14.574135
8.2200	10.286343
8.2400	18.532377
8.2600	25.640059
8.2800	20.437575
8.3000	22.819969
8.3200	27.246047
8.3400	28.407252
8.3600	21.391915
8.3800	28.474240
8.4000	22.135574
8.4200	17.456505
8.4400	18.639977
8.4600	14.177707
8.4800	17.108061
8.5000	19.726919
8.5200	25.503132
8.5400	30.057194
8.5600	14.510511
8.5800	23.353567
8.6000	16.154659
8.6200	23.698753
8.6400	20.637663
8.6600	12.106340
8.6800	25.870070
8.7000	18.171243
8.7200	18.494354
8.7400	15.782650
8.7600	17.827503
8.7800	23.205831
8.8000	20.087575
8.8200	22.644495
8.8400	22.778187
8.8600	27.539380
8.8800	19.189991
8.9000	13.488496
8.9200	26.180395
8.9400	19.164804
8.9600	26.388262
8.9800	22.758893
9.0000	20.284736
9.0200	22.928726
9.0400	31.468270
9.0600	33.153470
9.0800	25.103488
9.1000	29.117490
9.1200	39.777057
9.1400	40.078831
9.1600	61.400410
9.1800	82.523329
9.2000	116.678519
9.2200	154.703277
9.2400	206.986041
9.2600	272.627344
9.2800	355.380862
9.3000	442.485989
9.3200	527.012962
9.3400	614.516582
9.3600	671.819364
9.3800	701.403243
9.4000	721.779838
9.4200	704.111643
9.4400	664.734253
9.4600	605.557074
9.4800	531.308150
9.5000	442.749812
9.5200	365.887160
9.5400	276.816089
9.5600	214.432512
9.5800	171.258870
9.6000	115.558226
9.6200	89.086064
9.6400	59.393539
9.6600	46.345469
9.6800	33.179993
9.7000	26.466199
9.7200	19.794561
9.7400	23.789204
9.7600	16.258440
9.7800	23.249534
9.8000	25.037518
9.8200	21.279281
9.8400	17.922692
9.8600	21.564793
9.8800	17.707790
9.9000	23.891616
9.9200	10.022284
9.9400	17.467801
9.9600	9.158736
9.9800	11.604634
10.0000	25.866482
10.0200	23.490387
10.0400	15.384402
10.0600	11.436673
10.0800	4.093980
10.1000	16.166630
10.1200	30.953715
10.1400	20.993645
10.1600	15.988998
10.1800	21.079950
10.2000	10.917503
10.2200	17.203480
10.2400	19.155344
10.2600	18.195373
10.2800	22.547888
10.3000	20.285127
10.3200	21.871639
10.3400	15.056320
10.3600	22.955498
10.3800	26.579413
10.4000	13.552358
10.4200	13.933075
10.4400	25.018996
10.4600	17.351948
10.4800	25.296445
10.5000	16.033405
10.5200	25.490136
10.5400	18.841240
10.5600	19.443939
10.5800	25.945451
10.6000	16.282159
10.6200	13.354635
10.6400	15.786745
10.6600	20.260644
10.6800	10.139676
10.7000	21.125413
10.7200	15.213881
10.7400	23.616573
10.7600	5.876075
10.7800	13.884510
10.8000	9.355057
10.8200	13.626408
10.8400	18.966142
10.8600	16.802037
10.8800	16.401743
10.9000	16.843270
10.9200	18.626805
10.9400	12.537959
10.9600	21.085770
10.9800	20.835843
11.0000	19.418804
11.0200	20.247495
11.0400	18.918243
11.0600	27.582960
11.0800	16.943677
11.1000	15.815403
11.1200	13.554970
11.1400	12.133203
11.1600	11.044186
11.1800	12.794708
11.2000	16.857565
11.2200	18.854839
11.2400	17.411596
11.2600	13.300857
11.2800	21.602232
11.3000	20.771277
11.3200	16.249007
11.3400	13.755833
11.3600	19.735852
11.3800	17.907012
11.4000	9.700074
11.4200	16.574512
11.4400	18.198432
11.4600	12.363757
11.4800	17.785565
11.5000	9.536494
11.5200	23.465937
11.5400	22.999299
11.5600	15.471649
11.5800	18.526339
11.6000	4.634436
11.6200	10.877433
11.6400	15.165551
11.6600	11.249204
11.6800	20.157426
11.7000	26.547652
11.7200	10.653974
11.7400	12.325764
11.7600	17.666510
11.7800	24.521193
11.8000	10.330242
11.8200	17.663953
11.8400	25.502085
11.8600	8.113773
11.8800	9.944362
11.9000	14.208977
11.9200	13.701533
11.9400	20.345111
11.9600	17.468197
11.9800	7.363049
12.0000	18.793040
