retention_time,intensity
2.2800000000000002,23.805254764122108
2.3000000000000003,20.82122815507659
2.32,24.65600306850737
2.34,23.625657823619267
2.36,31.548910353138282
2.38,22.366699226243103
2.4,18.46929299138829
2.42,24.506302308294355
2.44,24.732890791908382
2.46,30.45166702483666
2.48,27.85394467854301
2.5,25.48523956172773
2.52,31.03973005595211
2.54,17.80156618647816
2.56,20.568623191800206
2.58,19.156333107449004
2.6,21.861827348791355
2.62,16.948939805228854
2.64,27.029449128582065
2.66,22.76373348587417
2.68,16.541795861037997
2.7,18.83873914283194
2.72,25.504836930700034
2.74,28.148358692602933
2.7600000000000002,33.96166258611758
2.7800000000000002,38.56742597302092
2.8000000000000003,26.090088752887812
2.82,19.090100704856585
2.84,13.397131164952894
2.86,25.41531357163766
2.88,20.031270640929055
2.9,22.03824670495033
2.92,21.073471043784487
2.94,23.44885636979833
2.96,29.501662013320026
2.98,24.97641103084121
3.0,23.418652722652535
3.02,19.05715060609765
3.04,15.891982668360297
3.06,21.8770789212517
3.08,24.109356096494956
3.1,33.33852901007073
3.12,25.365948897064136
3.14,30.01575253725934
3.16,23.293538869441953
3.18,21.062047921459275
3.2,24.19149645525565
3.22,28.741863426991397
3.24,48.382933542491365
3.2600000000000002,41.99408457618682
3.2800000000000002,62.911864979060795
3.3000000000000003,72.66572125796111
3.3200000000000003,108.00315694055743
3.34,141.17196818903426
3.36,186.1196526065267
3.38,247.83566864728942
3.4,320.4778588635946
3.42,416.3564893180087
3.44,515.6168174422852
3.46,626.045313617063
3.48,746.0311193274202
3.5,873.4380979141382
3.52,993.3905697105504
3.54,1084.4192712314216
3.56,1159.1937957860787
3.58,1209.5256841586884
3.6,1231.1902041383703
3.62,1209.217622972185
3.64,1157.7806641981988
3.66,1089.2232234334092
3.68,987.7355129034462
3.7,880.3747018371465
3.72,753.4818838385166
3.74,626.2200361922614
3.7600000000000002,511.2441047114886
3.7800000000000002,422.59805219912766
3.8000000000000003,332.61151887863554
3.8200000000000003,247.40737612360036
3.84,185.276482579702
3.86,146.86808521875204
3.88,98.14777323350947
3.9,73.06847618039589
3.92,62.32183534193953
3.94,44.53778590164117
3.96,38.148762012881775
3.98,32.008539366423314
4.0,31.186666418178614
4.0200000000000005,34.529821356864616
4.04,26.77249610934227
4.0600000000000005,28.875189541490485
4.08,15.041017660504483
4.1,24.856424933712233
4.12,20.787063908421995
4.14,18.8632807066152
4.16,20.547115399940083
4.18,23.261004422128867
4.2,29.511233345528858
4.22,18.302757806157878
4.24,25.092097952246952
4.26,22.52273559701111
4.28,23.3099187156878
4.3,29.96667227512864
4.32,27.647887201953758
4.34,31.64852617191736
4.36,24.19301969909469
4.38,21.489629561695043
4.4,23.85362320330856
4.42,26.188755247951303
4.44,25.862271042433573
4.46,19.560375582036514
4.48,25.437455122058015
4.5,26.12861658444703
4.5200000000000005,37.57709217778729
4.54,34.3759703386661
4.5600000000000005,20.727333967099014
4.58,23.55821541504744
4.6000000000000005,17.67928171146248
4.62,22.044094083210208
4.64,26.576569487331465
4.66,31.028505733464026
4.68,21.354289412431793
4.7,21.729225164489673
4.72,14.263538760309917
4.74,24.18645862976916
4.76,19.68729828469907
4.78,22.351533125255134
4.8,20.613564124369585
4.82,24.525470870422115
4.84,16.206835232928672
4.86,17.658722490397665
4.88,35.63843385268063
4.9,18.553113086697586
4.92,19.50410401432267
4.94,34.170183772244684
4.96,39.50831461876392
4.98,19.122286805455975
5.0,23.13579500481867
5.0200000000000005,26.681516181688387
5.04,33.61370423301834
5.0600000000000005,20.032187305182493
5.08,23.73611942264408
5.1000000000000005,28.84501193257106
5.12,27.127749455361457
5.14,23.068513584277877
5.16,24.275334007443302
5.18,18.0649049253013
5.2,23.743230857042327
5.22,23.59665844413299
5.24,26.083722611676045
5.26,22.140295545264202
5.28,27.26846419841379
5.3,29.96797236540948
5.32,25.674943633047718
5.34,26.649765076036243
5.36,25.149728435045763
5.38,24.877125262013767
5.4,21.26144798667674
5.42,26.444027910808675
5.44,24.367225990043778
5.46,35.31138718905525
5.48,32.70399146228298
5.5,26.757906031570002
5.5200000000000005,21.004628932288405
5.54,19.248885115169706
5.5600000000000005,30.757470915982033
5.58,26.106102541130266
5.6000000000000005,27.183460704379886
5.62,16.049988458979307
5.64,29.40007337914888
5.66,27.024733557122783
5.68,19.19001811137096
5.7,22.373876401187328
5.72,26.039205077083864
5.74,24.971861859432387
5.76,23.23737143940885
5.78,24.169276719540385
5.8,23.415113562470363
5.82,25.425887630623347
5.84,32.00840230466969
5.86,11.80531089685303
5.88,23.441806281392424
5.9,25.495868611435714
5.92,26.080320318556357
5.94,22.7276168698026
5.96,15.790216395958245
5.98,26.20023497849189
6.0,33.18323820494933
6.0200000000000005,16.863207618408328
6.04,28.83748077599142
6.0600000000000005,22.861339841998667
6.08,24.18276930305817
6.1000000000000005,19.210124025520606
6.12,22.787362392987514
6.140000000000001,30.944694698355455
6.16,27.342378873547904
6.18,33.07509478112959
6.2,30.284834132976275
6.22,26.57725056081474
6.24,33.08533752837654
6.26,26.544284393767427
6.28,28.472719884266624
6.3,22.833192065570827
6.32,24.63185192191019
6.34,20.79488866406392
6.36,29.212622080738647
6.38,18.355689377761905
6.4,28.141275526918037
6.42,23.258396870657432
6.44,30.049828785026236
6.46,27.92969303961742
6.48,33.26014809212742
6.5,27.792175216323024
6.5200000000000005,16.259301015258494
6.54,23.765753873615864
6.5600000000000005,18.221318975068257
6.58,21.470609533265453
6.6000000000000005,31.598624185481558
6.62,27.21044468238547
6.640000000000001,20.508238304436578
6.66,18.91424052897844
6.68,24.126497725518085
6.7,17.859370299850383
6.72,20.565878238439197
6.74,25.46086127006213
6.76,29.65643501085809
6.78,26.902570671222826
6.8,12.381032746929773
6.82,25.337860360843347
6.84,24.1545714070675
6.86,25.842063153447857
6.88,31.831700649508917
6.9,13.412334676859885
6.92,20.750717042903165
6.94,26.63830916989202
6.96,15.753185222881545
6.98,31.018119407148795
7.0,25.457212472194914
7.0200000000000005,27.825243894562647
7.04,20.71434055613909
7.0600000000000005,27.614453587730655
7.08,28.864411608796072
7.1000000000000005,24.662706085342034
7.12,24.64642712382041
7.140000000000001,24.80209111419331
7.16,19.109447502117142
7.18,22.664177058813376
7.2,22.61470324049396
7.22,25.269630564890768
7.24,28.32697881142782
7.26,18.010225596503957
7.28,22.652762489038953
7.3,30.659841333372515
7.32,19.509233847609032
7.34,19.090392872346047
7.36,24.18749959036382
7.38,27.37207910240606
7.4,23.181327940266243
7.42,29.742906274416207
7.44,27.355841201861193
7.46,27.25460306316898
7.48,25.78958131985373
7.5,34.63062622225021
7.5200000000000005,21.939781190158847
7.54,12.92107528463019
7.5600000000000005,30.932925055206116
7.58,20.595993189162208
7.6000000000000005,23.3966014628914
7.62,29.377534576546147
7.640000000000001,14.79093959043076
7.66,16.51633282525803
7.68,14.740387496541366
7.7,18.74818193982169
7.72,24.889011789921625
7.74,25.283613751841962
7.76,24.015772871710055
7.78,15.542182908796057
7.8,11.0269896759441
7.82,22.82065476147254
7.84,20.161273358302513
7.86,24.78823707064225
7.88,25.972120304331217
7.9,23.1244938572149
7.92,26.20477850182251
7.94,23.520889474466074
7.96,24.99577011312075
7.98,18.792590010302312
8.0,21.388306064021766
8.02,23.24054880922828
8.040000000000001,26.329515599796448
8.06,20.22827328657569
8.08,24.77282370819227
8.1,20.807705441592258
8.120000000000001,21.51900556321097
8.14,26.224034977161253
8.16,12.08076899308931
8.18,15.533249353160132
8.2,14.574134569114648
8.22,10.286343295250738
8.24,18.532377168917407
8.26,25.64005884609991
8.28,20.437574865212405
8.3,22.819968701463008
8.32,27.24604749164684
8.34,28.407252387844174
8.36,21.39191515728006
8.38,28.47424015656744
8.4,22.13557404295007
8.42,17.45650523216585
8.44,18.639977146821373
8.46,14.177707258260185
8.48,17.10806122639977
8.5,19.726918896467133
8.52,25.50313185342717
8.540000000000001,30.05719432311426
8.56,14.510511408270006
8.58,23.353566970382527
8.6,16.15465882502374
8.620000000000001,23.69875252714508
8.64,20.637663494866917
8.66,12.106339811790647
8.68,25.87007005318142
8.700000000000001,18.171243082026255
8.72,18.494353838612362
8.74,15.78264963174325
8.76,17.827501677687806
8.78,23.20582779691223
8.8,20.087564026772387
8.82,22.64445993502126
8.84,22.778078890020144
8.86,27.539054551849013
8.88,19.189050585149264
8.9,13.485887188150155
8.92,26.17344461378862
8.94,19.14701071435101
8.96,26.344497088361827
8.98,22.6554694317135
9.0,20.049912389282614
9.02,22.41646432514336
9.040000000000001,30.39460257760642
9.06,30.991368920421912
9.08,20.920271495038424
9.1,21.341192847350367
9.120000000000001,25.888290718914934
9.14,16.24561228131747
9.16,22.10607575889713
9.18,20.27819651903206
9.200000000000001,21.943820567562405
9.22,16.174187597417607
9.24,12.359931120604722
9.26,9.909574688624827
9.28,14.654282385471541
9.3,17.914526887469787
9.32,18.70863650055653
9.34,29.82743360785794
9.36,25.637921728166972
9.38,15.264171581865632
9.4,21.779838394021308
9.42,17.97257208283081
9.44,18.552810853276313
9.46,20.867926196997498
9.48,23.003824050211698
9.5,18.17835065160408
9.52,25.1605809117838
9.540000000000001,14.098319346761802
9.56,19.80640155148305
9.58,32.72978064786768
9.6,20.823527995988478
9.620000000000001,26.840932055850374
9.64,20.099205104277317
9.66,22.512250309294657
9.68,19.291226885859583
9.700000000000001,18.689901859649105
9.72,15.611345047647358
9.74,21.627102924806525
9.76,15.18477258958656
9.78,22.73727190210806
9.8,24.802694179000056
9.82,21.17585735089883
9.84,17.878926995865406
9.86,21.54699956808659
9.88,17.700839527294796
9.9,23.8890071566095
9.92,10.021342886933901
9.94,17.467474762748672
9.96,9.158627900175707
9.98,11.604599433061821
10.0,25.866471334692122
10.02,23.49038404518508
10.040000000000001,15.384400720260752
10.06,11.436672610920152
10.08,4.093980408854845
10.1,16.166629915177925
10.120000000000001,30.953714967896648
10.14,20.99364475383375
10.16,15.988997934889735
10.18,21.07995029842224
10.200000000000001,10.917502724893627
10.22,17.203479702024044
10.24,19.155344123954315
10.26,18.195373389279137
10.28,22.547888218266312
10.3,20.285127197413573
10.32,21.87163852846215
10.34,15.056319731173554
10.36,22.955497636042857
10.38,26.579412942605103
10.4,13.55235778410082
10.42,13.933075254489072
10.44,25.018995740497495
10.46,17.35194842546852
10.48,25.29644478934085
10.5,16.033405302090983
10.52,25.49013572698896
10.540000000000001,18.8412402508814
10.56,19.44393932389109
10.58,25.94545145373733
10.6,16.282158568797087
10.620000000000001,13.354634930666556
10.64,15.78674503541878
10.66,20.260644068562183
10.68,10.139676128375346
10.700000000000001,21.125413466286574
10.72,15.213881470180196
10.74,23.616573456249903
10.76,5.876075054925632
10.78,13.884509802550731
10.8,9.355057027355228
10.82,13.62640789467221
10.84,18.96614183884596
10.86,16.802037298606237
10.88,16.401742976826426
10.9,16.84327047640186
10.92,18.626804972423002
10.94,12.537958723512357
10.96,21.085769828388027
10.98,20.835842987343195
11.0,19.41880444533878
11.02,20.247494986944204
11.040000000000001,18.918243467264677
11.06,27.582959615223146
11.08,16.94367710230933
11.1,15.81540320378465
11.120000000000001,13.554970472484863
11.14,12.133203094939432
11.16,11.044185826648187
11.18,12.79470800177332
11.200000000000001,16.857565187173233
11.22,18.854839221986722
11.24,17.41159553970079
11.26,13.300856931865212
11.28,21.602231831456102
11.3,20.771276895436987
11.32,16.249006553870565
11.34,13.75583315763762
11.36,19.735851700649974
11.38,17.90701186177215
11.4,9.700074248211166
11.42,16.57451185422578
11.44,18.198431920067232
11.46,12.363756952164762
11.48,17.785565329587577
11.5,9.536494026126794
11.52,23.465936789791307
11.540000000000001,22.999298940422456
11.56,15.471649088515685
11.58,18.52633933867084
11.6,4.634435973039375
11.620000000000001,10.877433028471655
11.64,15.165550737521542
11.66,11.249203819284954
11.68,20.157425599643716
11.700000000000001,26.5476518578201
11.72,10.653974460881528
11.74,12.32576379995515
11.76,17.666510397895625
11.78,24.521193066739645
11.8,10.330241612752499
11.82,17.663952765914857
11.84,25.50208455246635
11.86,8.113772896918544
11.88,9.944362161574341
11.9,14.208976956078358
11.92,13.701532960080456
11.94,20.34511074404685
11.96,17.468197424500588
11.98,7.363049273406746
12.0,18.793039537964415
