time,absorbance
1.4403,0.5096
1.4467,0.6047
1.4531,0.4211
1.4595,0.3823
1.4659,0.6411
1.4723,0.4343
1.4787,0.5125
1.4851,0.4628
1.4915,0.4014
1.4979,0.4270
1.5043,0.5125
1.5107,0.4609
1.5171,0.5324
1.5235,0.5799
1.5299,0.6044
1.5363,0.4308
1.5427,0.5498
1.5491,0.4785
1.5555,0.4299
1.5619,0.4525
1.5683,0.5830
1.5747,0.4632
1.5811,0.5140
1.5875,0.4342
1.5939,0.5454
1.6003,0.4888
1.6067,0.4798
1.6131,0.5179
1.6195,0.4682
1.6259,0.4990
1.6323,0.5099
1.6387,0.5569
1.6451,0.5160
1.6515,0.5678
1.6579,0.3886
1.6643,0.5050
1.6707,0.5372
1.6771,0.4537
1.6835,0.5142
1.6899,0.4883
1.6963,0.5291
1.7027,0.5599
1.7091,0.5313
1.7155,0.4902
1.7219,0.4802
1.7283,0.5494
1.7347,0.3925
1.7411,0.5662
1.7475,0.5834
1.7540,0.5676
1.7604,0.5857
1.7668,0.5691
1.7732,0.4517
1.7796,0.3821
1.7860,0.6482
1.7924,0.5119
1.7988,0.4303
1.8052,0.5623
1.8116,0.5311
1.8180,0.4723
1.8244,0.5386
1.8308,0.5951
1.8372,0.5826
1.8436,0.5075
1.8500,0.4761
1.8564,0.5072
1.8628,0.5252
1.8692,0.6109
1.8756,0.4777
1.8820,0.4437
1.8884,0.4534
1.8948,0.5820
1.9012,0.5137
1.9076,0.6369
1.9140,0.5078
1.9204,0.4904
1.9268,0.5684
1.9332,0.4590
1.9396,0.5655
1.9460,0.5125
1.9524,0.4628
1.9588,0.5579
1.9652,0.5005
1.9716,0.4111
1.9780,0.5919
1.9844,0.4383
1.9908,0.4739
1.9972,0.5027
2.0036,0.5868
2.0100,0.4603
2.0164,0.5003
2.0228,0.4476
2.0292,0.5381
2.0356,0.5364
2.0420,0.5528
2.0484,0.5352
2.0548,0.5718
2.0612,0.5606
2.0676,0.5747
2.0740,0.6146
2.0804,0.5959
2.0868,0.4922
2.0932,0.5010
2.0996,0.5597
2.1060,0.5675
2.1124,0.4511
2.1188,0.5154
2.1252,0.5097
2.1316,0.5928
2.1380,0.4515
2.1444,0.4740
2.1508,0.5061
2.1572,0.5469
2.1636,0.6077
2.1700,0.4645
2.1764,0.5340
2.1828,0.5027
2.1892,0.4857
2.1956,0.5344
2.2020,0.3941
2.2084,0.5499
2.2148,0.5710
2.2212,0.4312
2.2276,0.5095
2.2340,0.3951
2.2404,0.5524
2.2468,0.4641
2.2533,0.4417
2.2597,0.5624
2.2661,0.4638
2.2725,0.4405
2.2789,0.5207
2.2853,0.4883
2.2917,0.4754
2.2981,0.5069
2.3045,0.4448
2.3109,0.4776
2.3173,0.5454
2.3237,0.5002
2.3301,0.4902
2.3365,0.3961
2.3429,0.4975
2.3493,0.4165
2.3557,0.4839
2.3621,0.4949
2.3685,0.4727
2.3749,0.4050
2.3813,0.5130
2.3877,0.5557
2.3941,0.4333
2.4005,0.4652
2.4069,0.4049
2.4133,0.5977
2.4197,0.3743
2.4261,0.4824
2.4325,0.4819
2.4389,0.4996
2.4453,0.4480
2.4517,0.4583
2.4581,0.4591
2.4645,0.6668
2.4709,0.5206
2.4773,0.4926
2.4837,0.5730
2.4901,0.4050
2.4965,0.4502
2.5029,0.4646
2.5093,0.4525
2.5157,0.5373
2.5221,0.4264
2.5285,0.4567
2.5349,0.5582
2.5413,0.4957
2.5477,0.5561
2.5541,0.4313
2.5605,0.4898
2.5669,0.4888
2.5733,0.4731
2.5797,0.4706
2.5861,0.5465
2.5925,0.4754
2.5989,0.4372
2.6053,0.4429
2.6117,0.5097
2.6181,0.4978
2.6245,0.4904
2.6309,0.5150
2.6373,0.4572
2.6437,0.3523
2.6501,0.4439
2.6565,0.5125
2.6629,0.4249
2.6693,0.4518
2.6757,0.4824
2.6821,0.4839
2.6885,0.5587
2.6949,0.4497
2.7013,0.5660
2.7077,0.4672
2.7141,0.5471
2.7205,0.5036
2.7269,0.5557
2.7333,0.5474
2.7397,0.4475
2.7461,0.5624
2.7526,0.5479
2.7590,0.4213
2.7654,0.4595
2.7718,0.5779
2.7782,0.5267
2.7846,0.4650
2.7910,0.5330
2.7974,0.5142
2.8038,0.5155
2.8102,0.5793
2.8166,0.5925
2.8230,0.4186
2.8294,0.4568
2.8358,0.5387
2.8422,0.5074
2.8486,0.5022
2.8550,0.5266
2.8614,0.4459
2.8678,0.4859
2.8742,0.4309
2.8806,0.4855
2.8870,0.4018
2.8934,0.5637
2.8998,0.5474
2.9062,0.5437
2.9126,0.4907
2.9190,0.4459
2.9254,0.5010
2.9318,0.4993
2.9382,0.5476
2.9446,0.5208
2.9510,0.5684
2.9574,0.6017
2.9638,0.3784
2.9702,0.4941
2.9766,0.4551
2.9830,0.4000
2.9894,0.6427
2.9958,0.4459
3.0022,0.4060
3.0086,0.5049
3.0150,0.3851
3.0214,0.5401
3.0278,0.5485
3.0342,0.5360
3.0406,0.5072
3.0470,0.4661
3.0534,0.5359
3.0598,0.4863
3.0662,0.5167
3.0726,0.5282
3.0790,0.4168
3.0854,0.5449
3.0918,0.5844
3.0982,0.5432
3.1046,0.4636
3.1110,0.5403
3.1174,0.5016
3.1238,0.5250
3.1302,0.4447
3.1366,0.5187
3.1430,0.4589
3.1494,0.4661
3.1558,0.4597
3.1622,0.4870
3.1686,0.6721
3.1750,0.4412
3.1814,0.5385
3.1878,0.5193
3.1942,0.5238
3.2006,0.4418
3.2070,0.3915
3.2134,0.4425
3.2198,0.4977
3.2262,0.4330
3.2326,0.5149
3.2390,0.4601
3.2454,0.4484
3.2519,0.5274
3.2583,0.5873
3.2647,0.4545
3.2711,0.5456
3.2775,0.5013
3.2839,0.5418
3.2903,0.4810
3.2967,0.5577
3.3031,0.5229
3.3095,0.4267
3.3159,0.4918
3.3223,0.4910
3.3287,0.4918
3.3351,0.3956
3.3415,0.5826
3.3479,0.5051
3.3543,0.6326
3.3607,0.4261
3.3671,0.5617
3.3735,0.5142
3.3799,0.5611
3.3863,0.5569
3.3927,0.4444
3.3991,0.5656
3.4055,0.5089
3.4119,0.4202
3.4183,0.5856
3.4247,0.5157
3.4311,0.5423
3.4375,0.5692
3.4439,0.4553
3.4503,0.5378
3.4567,0.5475
3.4631,0.4950
3.4695,0.4358
3.4759,0.4614
3.4823,0.4608
3.4887,0.3513
3.4951,0.4856
3.5015,0.4579
3.5079,0.4505
3.5143,0.4433
3.5207,0.4427
3.5271,0.5459
3.5335,0.5680
3.5399,0.4305
3.5463,0.4125
3.5527,0.4877
3.5591,0.4305
3.5655,0.5840
3.5719,0.3536
3.5783,0.4861
3.5847,0.5107
3.5911,0.4804
3.5975,0.4304
3.6039,0.4185
3.6103,0.4609
3.6167,0.4398
3.6231,0.5437
3.6295,0.4494
3.6359,0.5012
3.6423,0.4853
3.6487,0.5239
3.6551,0.6859
3.6615,0.3551
3.6679,0.5389
3.6743,0.4778
3.6807,0.4704
3.6871,0.4698
3.6935,0.5147
3.6999,0.5454
3.7063,0.5873
3.7127,0.5087
3.7191,0.6095
3.7255,0.5394
3.7319,0.5175
3.7383,0.4783
3.7447,0.4978
3.7512,0.4615
3.7576,0.4345
3.7640,0.4408
3.7704,0.5133
3.7768,0.5908
3.7832,0.5924
3.7896,0.5085
3.7960,0.6257
3.8024,0.4358
3.8088,0.4834
3.8152,0.3314
3.8216,0.4531
3.8280,0.4776
3.8344,0.3566
3.8408,0.4347
3.8472,0.5336
3.8536,0.4226
3.8600,0.5330
3.8664,0.4369
3.8728,0.4467
3.8792,0.5692
3.8856,0.6068
3.8920,0.4703
3.8984,0.5782
3.9048,0.4884
3.9112,0.4517
3.9176,0.5224
3.9240,0.4903
3.9304,0.5116
3.9368,0.5245
3.9432,0.4978
3.9496,0.5097
3.9560,0.5130
3.9624,0.5555
3.9688,0.5228
3.9752,0.5939
3.9816,0.4318
3.9880,0.4638
3.9944,0.5087
4.0008,0.5105
4.0072,0.5217
4.0136,0.4301
4.0200,0.4881
4.0264,0.5606
4.0328,0.4832
4.0392,0.4450
4.0456,0.5462
4.0520,0.5019
4.0584,0.5690
4.0648,0.5297
4.0712,0.4644
4.0776,0.4329
4.0840,0.3929
4.0904,0.5525
4.0968,0.5984
4.1032,0.4517
4.1096,0.5151
4.1160,0.4969
4.1224,0.5427
4.1288,0.5423
4.1352,0.4702
4.1416,0.4654
4.1480,0.5198
4.1544,0.5935
4.1608,0.4516
4.1672,0.4841
4.1736,0.4913
4.1800,0.4544
4.1864,0.5025
4.1928,0.3618
4.1992,0.5144
4.2056,0.4565
4.2120,0.5261
4.2184,0.4456
4.2248,0.4598
4.2312,0.5493
4.2376,0.4680
4.2440,0.4181
4.2505,0.5384
4.2569,0.6307
4.2633,0.5151
4.2697,0.5204
4.2761,0.4190
4.2825,0.4438
4.2889,0.5438
4.2953,0.5110
4.3017,0.4330
4.3081,0.5193
4.3145,0.4155
4.3209,0.4874
4.3273,0.5973
4.3337,0.4600
4.3401,0.3991
4.3465,0.5479
4.3529,0.5775
4.3593,0.5439
4.3657,0.3577
4.3721,0.5378
4.3785,0.4845
4.3849,0.5240
4.3913,0.5053
4.3977,0.5284
4.4041,0.4636
4.4105,0.4705
4.4169,0.5532
4.4233,0.5236
4.4297,0.4588
4.4361,0.5346
4.4425,0.5273
4.4489,0.5139
4.4553,0.5653
4.4617,0.6117
4.4681,0.5183
4.4745,0.5064
4.4809,0.6242
4.4873,0.5571
4.4937,0.5731
4.5001,0.4686
4.5065,0.4583
4.5129,0.4842
4.5193,0.3304
4.5257,0.4277
4.5321,0.5088
4.5385,0.5279
4.5449,0.5180
4.5513,0.5157
4.5577,0.5387
4.5641,0.4036
4.5705,0.5807
4.5769,0.5877
4.5833,0.5261
4.5897,0.5187
4.5961,0.5436
4.6025,0.5201
4.6089,0.4769
4.6153,0.4118
4.6217,0.4511
4.6281,0.4924
4.6345,0.5222
4.6409,0.5335
4.6473,0.4355
4.6537,0.4611
4.6601,0.4740
4.6665,0.5130
4.6729,0.4844
4.6793,0.4757
4.6857,0.5027
4.6921,0.5334
4.6985,0.3859
4.7049,0.4513
4.7113,0.5296
4.7177,0.4583
4.7241,0.4375
4.7305,0.5357
4.7369,0.4200
4.7433,0.5188
4.7497,0.5355
4.7562,0.6059
4.7626,0.5838
4.7690,0.4865
4.7754,0.5520
4.7818,0.5687
4.7882,0.5891
4.7946,0.4998
4.8010,0.4588
4.8074,0.5075
4.8138,0.6258
4.8202,0.6366
4.8266,0.5508
4.8330,0.6655
4.8394,0.5721
4.8458,0.6058
4.8522,0.6130
4.8586,0.6875
4.8650,0.6480
4.8714,0.7356
4.8778,0.6961
4.8842,0.7351
4.8906,0.8284
4.8970,0.8466
4.9034,0.8226
4.9098,0.9356
4.9162,1.0700
4.9226,0.9843
4.9290,1.0370
4.9354,1.1775
4.9418,1.0931
4.9482,1.1895
4.9546,1.1177
4.9610,1.3342
4.9674,1.3207
4.9738,1.4176
4.9802,1.6532
4.9866,1.7571
4.9930,1.8068
4.9994,1.8823
5.0058,2.0033
5.0122,2.0025
5.0186,2.3026
5.0250,2.4219
5.0314,2.4120
5.0378,2.7242
5.0442,2.9036
5.0506,3.0830
5.0570,3.2638
5.0634,3.4911
5.0698,3.6358
5.0762,3.9232
5.0826,4.0895
5.0890,4.4847
5.0954,4.7634
5.1018,5.0678
5.1082,5.3229
5.1146,5.6377
5.1210,6.1411
5.1274,6.3802
5.1338,6.7358
5.1402,7.2378
5.1466,7.7154
5.1530,8.1112
5.1594,8.5989
5.1658,9.2267
5.1722,9.6501
5.1786,10.1354
5.1850,10.7306
5.1914,11.4496
5.1978,11.8426
5.2042,12.6459
5.2106,13.2507
5.2170,13.9858
5.2234,14.7093
5.2298,15.4623
5.2362,16.2341
5.2426,16.9517
5.2490,17.8051
5.2555,18.6415
5.2619,19.6140
5.2683,20.3497
5.2747,21.3534
5.2811,22.3640
5.2875,23.1492
5.2939,24.2116
5.3003,25.0821
5.3067,26.2244
5.3131,27.3254
5.3195,28.4294
5.3259,29.4184
5.3323,30.5509
5.3387,31.6376
5.3451,32.7138
5.3515,33.9322
5.3579,34.9695
5.3643,36.2662
5.3707,37.4003
5.3771,38.5578
5.3835,39.7294
5.3899,40.9082
5.3963,42.0952
5.4027,43.0882
5.4091,44.3310
5.4155,45.4322
5.4219,46.5466
5.4283,47.6765
5.4347,48.8430
5.4411,49.8063
5.4475,51.0976
5.4539,51.9276
5.4603,53.0304
5.4667,54.0078
5.4731,54.8831
5.4795,55.8417
5.4859,56.7757
5.4923,57.6581
5.4987,58.4650
5.5051,59.2124
5.5115,60.0227
5.5179,60.7425
5.5243,61.2565
5.5307,61.9999
5.5371,62.6473
5.5435,62.8872
5.5499,63.3767
5.5563,63.8675
5.5627,64.2150
5.5691,64.5641
5.5755,64.7018
5.5819,64.9757
5.5883,65.0963
5.5947,65.1843
5.6011,65.0909
5.6075,65.1206
5.6139,64.9834
5.6203,64.9475
5.6267,64.6224
5.6331,64.3808
5.6395,64.0233
5.6459,63.7625
5.6523,63.2700
5.6587,62.8969
5.6651,62.3774
5.6715,61.7438
5.6779,61.1137
5.6843,60.5340
5.6907,59.6014
5.6971,58.8114
5.7035,58.2255
5.7099,57.2541
5.7163,56.4820
5.7227,55.5184
5.7291,54.6893
5.7355,53.5644
5.7419,52.6164
5.7483,51.5595
5.7548,50.5672
5.7612,49.5277
5.7676,48.4389
5.7740,47.3525
5.7804,46.2306
5.7868,45.0282
5.7932,43.9627
5.7996,42.7607
5.8060,41.6481
5.8124,40.4327
5.8188,39.2202
5.8252,38.0351
5.8316,36.8221
5.8380,35.7458
5.8444,34.5665
5.8508,33.4596
5.8572,32.3236
5.8636,31.2286
5.8700,30.2928
5.8764,28.9752
5.8828,28.0507
5.8892,26.9676
5.8956,25.8615
5.9020,24.8583
5.9084,23.9872
5.9148,22.9541
5.9212,21.8691
5.9276,20.9890
5.9340,20.0884
5.9404,19.3132
5.9468,18.4392
5.9532,17.6226
5.9596,16.7874
5.9660,15.9169
5.9724,15.1543
5.9788,14.4463
5.9852,13.8717
5.9916,12.9607
5.9980,12.4372
6.0044,11.6394
6.0108,11.1869
6.0172,10.4259
6.0236,9.9182
6.0300,9.4012
6.0364,8.8772
6.0428,8.4158
6.0492,7.9798
6.0556,7.5405
6.0620,7.0276
6.0684,6.7951
6.0748,6.4395
6.0812,5.9289
6.0876,5.4725
6.0940,5.2661
6.1004,4.8664
6.1068,4.6248
6.1132,4.4302
6.1196,4.0722
6.1260,3.8607
6.1324,3.6727
6.1388,3.3174
6.1452,3.2480
6.1516,2.8924
6.1580,2.7875
6.1644,2.6015
6.1708,2.4989
6.1772,2.2784
6.1836,2.1853
6.1900,2.0417
6.1964,1.9111
6.2028,1.8945
6.2092,1.7157
6.2156,1.5927
6.2220,1.5097
6.2284,1.5373
6.2348,1.3785
6.2412,1.4382
6.2476,1.1790
6.2541,1.0994
6.2605,1.0750
6.2669,0.9446
6.2733,0.9707
6.2797,0.9678
6.2861,0.8680
6.2925,0.9960
6.2989,0.8788
6.3053,0.7690
6.3117,0.8100
6.3181,0.6898
6.3245,0.6567
6.3309,0.7691
6.3373,0.6736
6.3437,0.6448
6.3501,0.6586
6.3565,0.5579
6.3629,0.6447
6.3693,0.4869
6.3757,0.5649
6.3821,0.5343
6.3885,0.5988
6.3949,0.5807
6.4013,0.6772
6.4077,0.5526
6.4141,0.5322
6.4205,0.4943
6.4269,0.5006
6.4333,0.5013
6.4397,0.5043
6.4461,0.5304
6.4525,0.6488
6.4589,0.4688
6.4653,0.4133
6.4717,0.4769
6.4781,0.5391
6.4845,0.5444
6.4909,0.4744
6.4973,0.4829
6.5037,0.3704
6.5101,0.4503
6.5165,0.5304
6.5229,0.5852
6.5293,0.4731
6.5357,0.4884
6.5421,0.5794
6.5485,0.4760
6.5549,0.5489
6.5613,0.3369
6.5677,0.4766
6.5741,0.4881
6.5805,0.4953
6.5869,0.6217
6.5933,0.4768
6.5997,0.5415
6.6061,0.6057
6.6125,0.4887
6.6189,0.5543
6.6253,0.4800
6.6317,0.5040
6.6381,0.5569
6.6445,0.5172
6.6509,0.4739
6.6573,0.5316
6.6637,0.5348
6.6701,0.4742
6.6765,0.4793
6.6829,0.4853
6.6893,0.4588
6.6957,0.5400
6.7021,0.4796
6.7085,0.4006
6.7149,0.5300
6.7213,0.5344
6.7277,0.5047
6.7341,0.5069
6.7405,0.4374
6.7469,0.4898
6.7534,0.5412
6.7598,0.4886
6.7662,0.5378
6.7726,0.4505
6.7790,0.5372
6.7854,0.5838
6.7918,0.4393
6.7982,0.4666
6.8046,0.4617
6.8110,0.5429
6.8174,0.5107
6.8238,0.4698
6.8302,0.4404
6.8366,0.4661
6.8430,0.4925
6.8494,0.4666
6.8558,0.5394
6.8622,0.5670
6.8686,0.5990
6.8750,0.4497
6.8814,0.4522
6.8878,0.3953
6.8942,0.5398
6.9006,0.5433
6.9070,0.5121
6.9134,0.4346
6.9198,0.4727
6.9262,0.5272
6.9326,0.5473
6.9390,0.5262
6.9454,0.5087
6.9518,0.5326
6.9582,0.5718
6.9646,0.4854
6.9710,0.5436
6.9774,0.4144
6.9838,0.5144
6.9902,0.5141
6.9966,0.5363
7.0030,0.4345
7.0094,0.6215
7.0158,0.5247
7.0222,0.5638
7.0286,0.5729
7.0350,0.4318
7.0414,0.4700
7.0478,0.4239
7.0542,0.4105
7.0606,0.6080
7.0670,0.5055
7.0734,0.4870
7.0798,0.5133
7.0862,0.5076
7.0926,0.5239
7.0990,0.5277
7.1054,0.6514
7.1118,0.5603
7.1182,0.5592
7.1246,0.5122
7.1310,0.4887
7.1374,0.4164
7.1438,0.3914
7.1502,0.5274
7.1566,0.4713
7.1630,0.4844
7.1694,0.5375
7.1758,0.5799
7.1822,0.5612
7.1886,0.5367
7.1950,0.5898
7.2014,0.5535
7.2078,0.5973
7.2142,0.5394
7.2206,0.4492
7.2270,0.4225
7.2334,0.4748
7.2398,0.5125
7.2462,0.5012
7.2527,0.4795
7.2591,0.5421
7.2655,0.4869
7.2719,0.5433
7.2783,0.5661
7.2847,0.5678
7.2911,0.4979
7.2975,0.5034
7.3039,0.5886
7.3103,0.4221
7.3167,0.5076
7.3231,0.4323
7.3295,0.4760
7.3359,0.3686
7.3423,0.5945
7.3487,0.4500
7.3551,0.5147
7.3615,0.6974
7.3679,0.5305
7.3743,0.5890
7.3807,0.5698
7.3871,0.5744
7.3935,0.5823
7.3999,0.5370
7.4063,0.5259
7.4127,0.5054
7.4191,0.4682
7.4255,0.4808
7.4319,0.5197
7.4383,0.5480
7.4447,0.3633
7.4511,0.5401
7.4575,0.7009
7.4639,0.5612
7.4703,0.5006
7.4767,0.3629
7.4831,0.5249
7.4895,0.5199
7.4959,0.4710
7.5023,0.6067
7.5087,0.4210
7.5151,0.5325
7.5215,0.5566
7.5279,0.5447
7.5343,0.4247
7.5407,0.4646
7.5471,0.4693
7.5535,0.4939
7.5599,0.5189
7.5663,0.5447
7.5727,0.5109
7.5791,0.4605
7.5855,0.4919
7.5919,0.6498
7.5983,0.4852
7.6047,0.4807
7.6111,0.4880
7.6175,0.5828
7.6239,0.4184
7.6303,0.4672
7.6367,0.4903
7.6431,0.4968
7.6495,0.5770
7.6559,0.5035
7.6623,0.5235
7.6687,0.5374
7.6751,0.4815
7.6815,0.5413
7.6879,0.5106
7.6943,0.5315
7.7007,0.4946
7.7071,0.5088
7.7135,0.5162
7.7199,0.5313
7.7263,0.5653
7.7327,0.5143
7.7391,0.5516
7.7455,0.4699
7.7520,0.6197
7.7584,0.5346
7.7648,0.5941
7.7712,0.5869
7.7776,0.5649
7.7840,0.4463
7.7904,0.5594
7.7968,0.5584
7.8032,0.6655
7.8096,0.5015
7.8160,0.6026
7.8224,0.5228
7.8288,0.5319
7.8352,0.5528
7.8416,0.6528
7.8480,0.6429
7.8544,0.6295
7.8608,0.6331
7.8672,0.6632
7.8736,0.7483
7.8800,0.7322
7.8864,0.8043
7.8928,0.7230
7.8992,0.8145
7.9056,0.7757
7.9120,0.8038
7.9184,0.9846
7.9248,1.0749
7.9312,1.0177
7.9376,1.1016
7.9440,1.0953
7.9504,1.2971
7.9568,1.1580
7.9632,1.3866
7.9696,1.4938
7.9760,1.5373
7.9824,1.7185
7.9888,1.6843
7.9952,1.7992
8.0016,1.9832
8.0080,2.2182
8.0144,2.2738
8.0208,2.3574
8.0272,2.6010
8.0336,2.7517
8.0400,2.9231
8.0464,3.1631
8.0528,3.4001
8.0592,3.5575
8.0656,3.8912
8.0720,4.1454
8.0784,4.3973
8.0848,4.7664
8.0912,4.9903
8.0976,5.4780
8.1040,5.7162
8.1104,6.0943
8.1168,6.5433
8.1232,6.9906
8.1296,7.5199
8.1360,7.9136
8.1424,8.4222
8.1488,8.9386
8.1552,9.5214
8.1616,9.9623
8.1680,10.5542
8.1744,11.2011
8.1808,11.9059
8.1872,12.4826
8.1936,13.2570
8.2000,13.8994
8.2064,14.6983
8.2128,15.3381
8.2192,16.1334
8.2256,16.9509
8.2320,17.7855
8.2384,18.5417
8.2448,19.4728
8.2513,20.2734
8.2577,21.2036
8.2641,22.0960
8.2705,22.9601
8.2769,23.8955
8.2833,24.9200
8.2897,25.9132
8.2961,26.6327
8.3025,27.8521
8.3089,28.7715
8.3153,29.6375
8.3217,30.6064
8.3281,31.5612
8.3345,32.4721
8.3409,33.3883
8.3473,34.4047
8.3537,35.2024
8.3601,36.1249
8.3665,37.1524
8.3729,37.9083
8.3793,38.8372
8.3857,39.5856
8.3921,40.3059
8.3985,41.2040
8.4049,41.7922
8.4113,42.5782
8.4177,43.1482
8.4241,43.8501
8.4305,44.2910
8.4369,44.8142
8.4433,45.3605
8.4497,45.7805
8.4561,46.1460
8.4625,46.5703
8.4689,46.7089
8.4753,47.0286
8.4817,47.1081
8.4881,47.3490
8.4945,47.3322
8.5009,47.3620
8.5073,47.3651
8.5137,47.2937
8.5201,47.2333
8.5265,47.0054
8.5329,46.6710
8.5393,46.4498
8.5457,46.1032
8.5521,45.6304
8.5585,45.2734
8.5649,44.7207
8.5713,44.2209
8.5777,43.4913
8.5841,42.9473
8.5905,42.2910
8.5969,41.7963
8.6033,40.9931
8.6097,40.0829
8.6161,39.4190
8.6225,38.5528
8.6289,37.6702
8.6353,36.9086
8.6417,35.9361
8.6481,35.0882
8.6545,34.1302
8.6609,33.2309
8.6673,32.2120
8.6737,31.2371
8.6801,30.2537
8.6865,29.3507
8.6929,28.3845
8.6993,27.4739
8.7057,26.4654
8.7121,25.6031
8.7185,24.6162
8.7249,23.5960
8.7313,22.7384
8.7377,21.8570
8.7441,20.7833
8.7506,20.1501
8.7570,19.2626
8.7634,18.3949
8.7698,17.5786
8.7762,16.7589
8.7826,15.8750
8.7890,15.1374
8.7954,14.3991
8.8018,13.6149
8.8082,12.9539
8.8146,12.2282
8.8210,11.5474
8.8274,11.0509
8.8338,10.3658
8.8402,9.8502
8.8466,9.2847
8.8530,8.7704
8.8594,8.3074
8.8658,7.7983
8.8722,7.2982
8.8786,6.9135
8.8850,6.3447
8.8914,5.9445
8.8978,5.6447
8.9042,5.3402
8.9106,4.8848
8.9170,4.6235
8.9234,4.3335
8.9298,4.0628
8.9362,3.7381
8.9426,3.5740
